ID,Name,Author,time spent,logged at
11767,MECH2-56,cep89,2h,2017-01-16T23:09:00.000+0000
11766,MECH2-55,jgf82,3d,2017-01-11T21:57:00.000+0000
11766,MECH2-55,jgf82,1m,2017-01-11T22:53:00.000+0000
11765,MECH2-54,cep89,1h,2017-01-16T23:09:00.000+0000
11765,MECH2-54,cep89,1h,2017-01-18T19:00:00.000+0000
11764,MECH2-53,cep89,2h,2017-01-13T21:41:00.000+0000
11764,MECH2-53,cep89,1d 30m,2017-01-12T21:41:00.000+0000
11763,MECH2-52,cep89,1h,2017-01-11T22:56:00.000+0000
11763,MECH2-52,cep89,1d 30m,2017-01-12T21:24:00.000+0000
11761,MECH2-50,cep89,2h 15m,2016-12-13T17:15:00.000+0000
11761,MECH2-50,cep89,1h 15m,2017-01-09T21:32:00.000+0000
11761,MECH2-50,cep89,2h 30m,2017-01-10T22:52:00.000+0000
11760,MECH2-49,cep89,1d 1h,2017-01-10T22:54:00.000+0000
11760,MECH2-49,cep89,2h 30m,2017-01-11T22:54:00.000+0000
11759,MECH2-48,csc254,2h,2016-12-06T21:04:00.000+0000
11758,MECH2-47,csc254,1h 30m,2017-01-25T22:46:00.000+0000
11758,MECH2-47,csc254,1d,2017-01-25T16:33:00.000+0000
11758,MECH2-47,ll543,2h,2017-02-02T03:55:00.000+0000
11758,MECH2-47,jcw297,1d 1h,2017-02-04T17:24:00.000+0000
11758,MECH2-47,csc254,2h 30m,2017-02-09T16:29:00.000+0000
11758,MECH2-47,csc254,2h,2017-02-12T17:48:00.000+0000
11758,MECH2-47,csc254,1d,2017-02-28T16:48:00.000+0000
11758,MECH2-47,csc254,2h,2017-03-01T02:33:00.000+0000
11758,MECH2-47,csc254,2h 30m,2017-03-09T15:48:00.000+0000
11758,MECH2-47,jcw297,1d 1h,2017-03-18T20:50:00.000+0000
11758,MECH2-47,csc254,1h 30m,2017-03-20T15:24:00.000+0000
11758,MECH2-47,csc254,1d,2017-03-22T23:30:00.000+0000
11758,MECH2-47,csc254,1m,2017-04-10T14:46:00.000+0000
11758,MECH2-47,jcw297,2d 1h,2017-04-15T20:30:00.000+0000
11758,MECH2-47,mvb36,1d,2017-04-13T22:00:00.000+0000
11758,MECH2-47,mvb36,1d 1h,2017-04-15T12:00:00.000+0000
11758,MECH2-47,mvb36,1d 30m,2017-04-22T17:00:00.000+0000
11758,MECH2-47,csc254,1d 2h 30m,2017-04-23T16:13:00.000+0000
11758,MECH2-47,csc254,2d,2017-05-01T14:59:00.000+0000
11757,MECH2-46,csc254,2h,2017-01-25T22:45:00.000+0000
11757,MECH2-46,csc254,1d,2017-01-31T14:05:00.000+0000
11757,MECH2-46,jcw297,1h 30m,2017-02-02T02:57:00.000+0000
11757,MECH2-46,cep89,1h,2017-02-02T04:05:00.000+0000
11757,MECH2-46,csc254,2h,2017-02-02T15:21:00.000+0000
11757,MECH2-46,csc254,1d 30m,2017-02-04T17:35:00.000+0000
11756,MECH2-45,csc254,1d,2017-02-13T16:51:00.000+0000
11756,MECH2-45,csc254,1d,2017-02-21T22:24:00.000+0000
11756,MECH2-45,jcw297,1h 30m,2017-03-09T02:38:00.000+0000
11756,MECH2-45,mvb36,1d 30m,2017-03-18T17:00:00.000+0000
11756,MECH2-45,cep89,1h 30m,2017-03-19T00:26:00.000+0000
11756,MECH2-45,csc254,1h 30m,2017-04-22T16:12:00.000+0000
11756,MECH2-45,csc254,1h 30m,2017-04-27T14:51:00.000+0000
11756,MECH2-45,csc254,2d,2017-05-01T14:59:00.000+0000
11755,MECH2-44,jdb382,1d,2016-11-20T20:17:00.000+0000
11755,MECH2-44,jdb382,1d 1h,2017-01-21T00:45:00.000+0000
11755,MECH2-44,jdb382,2h,2017-02-27T15:32:00.000+0000
11754,MECH2-43,mvb36,1d,2017-01-23T23:00:00.000+0000
11754,MECH2-43,mvb36,1d,2017-01-24T23:00:00.000+0000
11754,MECH2-43,mvb36,2h,2017-01-25T19:30:00.000+0000
11754,MECH2-43,mvb36,1d,2017-01-25T23:00:00.000+0000
11754,MECH2-43,mvb36,1d,2017-01-26T18:00:00.000+0000
11754,MECH2-43,mvb36,2h,2017-01-28T18:00:00.000+0000
11754,MECH2-43,jcw297,1h 30m,2017-02-25T22:49:00.000+0000
11752,MECH2-41,cep89,1d,2017-01-24T18:34:00.000+0000
11752,MECH2-41,aml326,2d,2017-01-26T20:05:00.000+0000
11752,MECH2-41,csc254,1d,2017-01-28T17:40:00.000+0000
11752,MECH2-41,jcw297,1d,2017-01-30T21:18:00.000+0000
11751,MECH2-40,zw85,1d,2017-01-24T19:38:00.000+0000
11751,MECH2-40,zw85,1d,2017-01-25T21:25:00.000+0000
11751,MECH2-40,zw85,2d,2017-02-05T04:24:00.000+0000
11749,MECH2-38,jgf82,2h 30m,2017-01-12T02:46:00.000+0000
11749,MECH2-38,jgf82,2h 30m,2017-01-16T23:17:00.000+0000
11748,MECH2-37,jcw297,1h,2017-01-10T17:31:00.000+0000
11748,MECH2-37,jcw297,2d,2017-01-11T21:33:00.000+0000
11748,MECH2-37,jcw297,1d 2h,2017-01-12T21:36:00.000+0000
11747,MECH2-36,aml326,4d,2017-01-11T02:53:00.000+0000
11747,MECH2-36,aml326,1h 30m,2017-01-12T22:26:00.000+0000
11747,MECH2-36,aml326,1h 30m,2017-01-13T21:54:00.000+0000
11747,MECH2-36,aml326,1h 30m,2017-01-15T00:08:00.000+0000
11745,MECH2-34,jdb382,1d,2016-11-20T20:13:00.000+0000
11745,MECH2-34,jdb382,1d 1h,2017-01-21T00:42:00.000+0000
11745,MECH2-34,jdb382,2h,2017-02-27T15:31:00.000+0000
11744,MECH2-33,sjt85,1d,2017-02-23T23:00:00.000+0000
11742,MECH2-31,ll543,1h 30m,2017-02-03T19:08:00.000+0000
11742,MECH2-31,ll543,1d,2017-02-07T16:50:00.000+0000
11740,MECH2-29,sjt85,2d 2h,2017-01-31T18:13:00.000+0000
11740,MECH2-29,sjt85,2d,2017-03-01T21:14:00.000+0000
11738,MECH2-28,aml326,1d,2017-01-26T20:06:00.000+0000
11738,MECH2-28,aml326,1h,2017-02-03T20:26:00.000+0000
11738,MECH2-28,jlf297,2h,2017-02-05T18:37:00.000+0000
11727,MECH2-17,etc59,1d,2016-12-08T20:50:00.000+0000
11727,MECH2-17,etc59,2h,2016-12-13T20:51:00.000+0000
11727,MECH2-17,etc59,2h 30m,2016-12-14T20:52:00.000+0000
11727,MECH2-17,etc59,2h,2016-12-16T20:52:00.000+0000
11727,MECH2-17,etc59,1d,2017-01-26T20:53:00.000+0000
11727,MECH2-17,etc59,1d 1h,2017-02-14T22:49:00.000+0000
11727,MECH2-17,etc59,1d 15m,2017-02-26T02:21:00.000+0000
11727,MECH2-17,etc59,1d,2017-02-28T05:02:00.000+0000
11727,MECH2-17,etc59,1h 30m,2017-03-01T22:11:00.000+0000
11727,MECH2-17,etc59,1d 30m,2017-03-05T01:04:00.000+0000
11727,MECH2-17,etc59,1d,2017-03-07T01:04:00.000+0000
11727,MECH2-17,etc59,2h 30m,2017-03-08T01:04:00.000+0000
11727,MECH2-17,etc59,2h 30m,2017-03-16T02:00:00.000+0000
11727,MECH2-17,etc59,2h 30m,2017-03-18T18:30:00.000+0000
11727,MECH2-17,etc59,1d,2017-04-11T17:43:00.000+0000
11727,MECH2-17,etc59,2h 30m,2017-04-18T17:43:00.000+0000
11727,MECH2-17,etc59,2h 30m,2017-04-24T17:43:00.000+0000
11720,MECH2-10,ed422,2d 2h,2016-11-29T02:41:00.000+0000
11706,MECH2-5,ll543,1d 1h,2016-11-05T05:14:00.000+0000
11706,MECH2-5,ll543,1h,2016-11-06T21:40:00.000+0000
